Last name,Latin first name,First name,Middle name,Order,Session I,Session II,Session III,Session IV,Wikipedia,Wikidata,VIAF,Worldcat identities,Find a Grave,Catholic Hierarchy,Selected mention,Status,# wikipedia pages,Country of origin/Country represented,Birth year,Death year,Age at start of council,Age at death,Highest Episcopal Title,Sainthood,Important,Photo no reuse,Photo reuse,Change during council,Memoir on the council,Typo,Credibly accused? (USA only),Humanae Vitae,Ethics Watch,Left priesthood,Notes
Gossmann,Felix,Felix,null,OESA,1,1,1,1,https://de.wikipedia.org/wiki/Felix_G%C3%B6ssmann,https://www.wikidata.org/wiki/Q97064621,http://viaf.org/viaf/71863657,https://www.worldcat.org/identities/viaf-71863657/,null,null,null,council,1,Germany,1907,1968,55,61,null,null,null,null,null,null,null,null,no,null,null,null,
Gottardi,Alexander,Alessandro,null,null,1,0,0,0,https://it.wikipedia.org/wiki/Alessandro_Maria_Gottardi,https://www.wikidata.org/wiki/Q1442510,http://viaf.org/viaf/307315476,https://worldcat.org/identities/viaf-307315476/,null,https://www.catholic-hierarchy.org/bishop/bgottardi.html,null,council,3,Italy,1912,2001,50,89,Bishop,null,null,https://www.lavocedeltrentino.it/wp-content/uploads/2021/03/gottardi.jpg,null,appointed bishop,null,null,null,null,null,null,
Gouet,Iulianus,Victor,Julien Andre,null,0,1,1,1,null,https://www.wikidata.org/wiki/Q64734026,null,null,null,https://www.catholic-hierarchy.org/bishop/bgouet.html,null,council,0,France,1910,1988,52,78,Bishop,null,null,null,null,null,null,null,null,null,null,null,
Governatori,Laurus,Lauro,null,null,1,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,Italy,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Goyeneche,Servus,Servo,null,CMF,1,1,0,0,null,https://www.wikidata.org/wiki/Q93249999,http://viaf.org/viaf/162872961,https://worldcat.org/identities/viaf-162872961/,null,null,null,council,0,Spain,1886,null,76,null,null,null,null,https://cloud10.todocoleccion.online/postales-religiosas-recordatorios/tc/2017/07/03/20/91752615.webp,null,null,null,null,null,null,null,null,
Graneris,Ioseph,Giuseppe,null,null,1,1,1,1,null,https://www.wikidata.org/wiki/Q108857345,http://viaf.org/viaf/237100710,https://worldcat.org/identities/lccn-ns2018000092/,null,null,null,council,0,Italy,1886,1981,76,95,null,null,null,null,null,null,null,null,null,null,null,null,
Grasso,Dominicus,Domenico,null,SJ,1,1,1,1,null,https://www.wikidata.org/wiki/Q110227200,http://viaf.org/viaf/30378470,null,null,null,Subject of book,council,0,Italy,1917,1988,45,71,null,null,null,null,null,null,null,null,null,null,null,null,
Graves,Laurentius,Lawrence,null,null,1,1,1,1,https://en.wikipedia.org/wiki/Lawrence_Preston_Joseph_Graves,https://www.wikidata.org/wiki/Q6504495,null,null,https://www.findagrave.com/memorial/109072942/lawrence-preston_joseph-graves,https://www.catholic-hierarchy.org/bishop/bgraves.html,Mentioned in article,council,4,USA,1916,1994,46,78,Bishop,null,null,https://www.diocesealex.org/wp-content/uploads/2018/08/Bishop-Graves-PR-photo-206x300.jpg,null,null,null,null,no,null,null,null,
Greco,Ioseph,Joseph,null,SJ,0,0,1,1,null,https://www.wikidata.org/wiki/Q85853677,http://viaf.org/viaf/200367613,https://worldcat.org/identities/viaf-200367613/,null,null,null,council,0,France,1911,1988,51,77,null,null,null,null,null,null,null,null,null,obedient on contraception/Humanae Vitae,null,null,
Grillmeier,Aloisius,Aloys,null,SJ,0,1,1,1,https://en.wikipedia.org/wiki/Aloys_Grillmeier,https://www.wikidata.org/wiki/Q63842,http://viaf.org/viaf/85152965,https://worldcat.org/identities/lccn-n50031651/,https://www.findagrave.com/memorial/194554865/aloys-grillmeier,http://www.catholic-hierarchy.org/bishop/bgril.html,Obituary,council,12,Germany,1910,1998,52,88,Cardinal,null,null,https://www.babelio.com/users/AVT_Aloys-Grillmeier_4950.jpeg,null,null,null,null,null,null,null,null,
Groot,Ioannes,Jan,C,null,0,0,1,1,null,null,http://viaf.org/viaf/31762030,https://worldcat.org/identities/lccn-no2006125809/,null,null,null,council,0,Netherlands,1908,null,54,null,null,null,null,null,null,null,OCLC: 386121,null,null,null,null,null,
Guardini,Romanus,Romano,null,null,0,1,1,1,https://en.wikipedia.org/wiki/Romano_Guardini,https://www.wikidata.org/wiki/Q44872, http://viaf.org/viaf/24602326,https://worldcat.org/identities/lccn-n50032999/,https://www.findagrave.com/memorial/102148344/romano-guardini,null,null,council,31,Germany,1885,1968,77,83,null,null,yes,null,https://en.wikipedia.org/wiki/Romano_Guardini#/media/File:Romano_Guardini_um_1920.JPG,null,null,null,null,null,null,null,
Guay,Andreas,Andre,null,OMI,0,1,1,1,null,null,http://viaf.org/viaf/104083624,https://worldcat.org/identities/viaf-104083624/,null,null,Biography (book),council,0,Canada,1905,1981,57,76,null,null,null,null,null,null,null,null,null,null,null,null,
Guerri,Sergius,Sergio,null,null,1,1,1,1,https://en.wikipedia.org/wiki/Sergio_Guerri,https://www.wikidata.org/wiki/Q1348871,null,null,https://www.findagrave.com/memorial/116735240/sergio-guerri,http://www.catholic-hierarchy.org/bishop/bguerri.html,null,council,12,Italy,1905,1992,57,87,Cardinal,null,null,https://www.galileumautografi.com/images/autori/autore-5917-20210421082945.jpg,null,null,null,null,null,null,null,null,advisor to 5 popes
Guglielmi,Antonius,Antonio,null,null,0,0,1,1,null,null,http://viaf.org/viaf/201835497,null,null,null,null,council,0,Brazil?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Gutierrez,Anastasius,Anastasio,null,CMF,1,1,1,1,null,https://www.wikidata.org/wiki/Q93258517,http://viaf.org/viaf/305406962,https://www.worldcat.org/identities/viaf-305406962/,null,null,null,council,0,Argentina,1911,1998,51,87,null,null,null,null,null,null,null,null,no,null,null,null,
Gy,,Pierre-Marie,null,OP,null,null,null,null,https://fr.wikipedia.org/wiki/Pierre-Marie_Gy,https://www.wikidata.org/wiki/Q2093101,http://viaf.org/viaf/32035478,https://worldcat.org/identities/lccn-nr92010600/,null,null,Obituary,private,3,France,1922,2004,40,82,null,null,null,null,null,null,null,null,null,null,null,null,
Haas,Iacobus,Jacques,null,null,1,1,1,1,https://fr.wikipedia.org/wiki/Jacques_Haas,https://www.wikidata.org/wiki/Q25929720,http://viaf.org/viaf/104403252,https://www.worldcat.org/identities/viaf-104403252/,null,null,Obituary,council,1,Switzerland,1908,1973,54,65,null,null,null,null,https://fr.wikipedia.org/wiki/Jacques_Haas#/media/Fichier:Jacques_Haas_1971.jpg,null,null,null,null,null,null,null,founder of many radio programs
Hacault,Antonius,Antoine,null,null,1,1,0,0,https://de.wikipedia.org/wiki/Antoine_Hacault,https://www.wikidata.org/wiki/Q17417978,http://viaf.org/viaf/88887128,https://worldcat.org/identities/viaf-88887128/,null,https://www.catholic-hierarchy.org/bishop/bhacault.html,Biography (book),council,1,Belgium,1926,2000,36,74,Bishop,null,null,null,null,appointed bishop,null,null,null,null,null,null,
Hafouri,Georgius,Jacques,Georges Habib,null,0,1,1,1,https://en.wikipedia.org/wiki/Jacques_Georges_Habib_Hafouri,https://www.wikidata.org/wiki/Q977663,http://viaf.org/viaf/89710918,null,null,http://www.catholic-hierarchy.org/bishop/bhafouri.html,null,council,4,Syria,1916,2011,46,95,Bishop,null,null,null,null,null,null,null,null,null,null,null,
Hamer,Hieronymus,Jean,Jerome,OP,1,1,1,1,https://en.wikipedia.org/wiki/Jean_J%C3%A9r%C3%B4me_Hamer,https://www.wikidata.org/wiki/Q1353190,http://viaf.org/viaf/34975618,https://worldcat.org/identities/lccn-no00054899/,https://www.findagrave.com/memorial/27450241/jean-j%C3%A9r%C3%B4me-hamer,https://www.catholic-hierarchy.org/bishop/bhamer.html,null,council,13,Belgium,1916,1996,46,80,Cardinal,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=CTR19710205-01.2.54&srpos=1&e=-------en-20--1--txt-txIN-hamer-ILLUSTRATION------,null,null,null,null,null,obedient on abortion,null,
Hammell,Patritius,null,null,null,0,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Hanahoe,,Edward,Francis,SA,null,null,null,null,null,null,http://viaf.org/viaf/88850113,https://www.worldcat.org/identities/viaf-88850113/,https://www.findagrave.com/memorial/161356564/edward-hanahoe,null,Mentioned in article,private,0,USA,1913,1994,49,81,null,null,null,https://images.findagrave.com/photos250/photos/2016/137/161356564_1463519938.jpg,null,null,null,null,no,null,null,null,
Haring,Bernardus,Bernard,null,CSSR,1,1,1,1,https://en.wikipedia.org/wiki/Bernhard_H%C3%A4ring,https://www.wikidata.org/wiki/Q76163,http://viaf.org/viaf/108644490,https://worldcat.org/identities/lccn-n86020841/,https://www.findagrave.com/memorial/227224052/bernard-haring,null,null,council,11,Germany,1912,1998,50,86,null,null,yes,null,https://en.wikipedia.org/wiki/Bernhard_H%C3%A4ring#/media/File:BernhardH%C3%A4ring0001.jpg,null,null,null,null,disobedient on contraception/Humanae Vitae,null,null,
Haubtmann,Petrus,Pierre,null,null,0,1,1,1,null,https://www.wikidata.org/wiki/Q59533883,http://viaf.org/viaf/99896788,https://worldcat.org/identities/lccn-n82083469/,null,null,Subject of article,council,0,France,1912,1971,50,59,null,null,null,https://catholicoutlook.org/wp-content/uploads/2021/08/Pierre-Haubtmann-EDIT-933x445.jpg,null,null,null,null,null,null,null,null,
Hayburn,,Robert,Francis,null,null,null,null,null,null,null,http://viaf.org/viaf/93783651,https://worldcat.org/identities/lccn-no93010093/,https://www.findagrave.com/memorial/107438176/robert-francis-hayburn,null,Mentioned in article,private,0,USA,1917,1991,45,74,null,null,null,null,null,null,null,null,no,null,null,null,
Herlihy,Donaldus,Donald,null,null,1,1,1,0,https://en.wikipedia.org/wiki/Donal_Herlihy,https://www.wikidata.org/wiki/Q1239646,http://viaf.org/viaf/315680014,null,null,https://www.catholic-hierarchy.org/bishop/bherlihy.html,null,council,3,Ireland,1908,1983,54,75,Bishop,null,null,null,https://thecatholicnewsarchive.org/?a=d&d=CAC19720623-01.2.33&srpos=2&e=-------en-20--1--txt-txIN-herlihy-ILLUSTRATION------,appointed bishop,null,null,null,null,null,null,"""regally unapproachable"""
Heston,Eduardus,Edward,null,CSC,1,1,1,1,https://it.wikipedia.org/wiki/Edward_Louis_Heston,https://www.wikidata.org/wiki/Q3719989,http://viaf.org/viaf/136296516,https://worldcat.org/identities/lccn-no99025957/,https://www.findagrave.com/memorial/106402168/edward-louis-heston,https://www.catholic-hierarchy.org/bishop/bhestorn.html,Obituary,council,2,USA,1907,1973,55,66,Bishop,null,yes,http://4.bp.blogspot.com/-doiCheTo7h0/UuvwhpeUNrI/AAAAAAAAEFM/nTIK3GCYs-w/s1600/Rev+Edward+Heston+c+1934.jpg,null,null,OCLC: 767070,null,no,null,null,null,respected by journos
Heylen,,Victor,L,null,null,null,null,null,null,https://www.wikidata.org/wiki/Q42274189,http://viaf.org/viaf/36692829,https://worldcat.org/identities/lccn-no2007045458/,null,null,Mentioned in article,private,0,Belgium,1906,1981,56,75,null,null,null,null,null,null,null,null,null,disobedient on contraception/Humanae Vitae,null,null,
Hickey,Iacobus Aloisius,James,Aloysius,null,1,1,1,1,https://en.wikipedia.org/wiki/James_Aloysius_Hickey,https://www.wikidata.org/wiki/Q701891,http://viaf.org/viaf/28128036,https://worldcat.org/identities/lccn-n86828284/,https://www.findagrave.com/memorial/9735059/james-aloysius-hickey,https://www.catholic-hierarchy.org/bishop/bhickey.html,Obituary,council,19,USA,1920,2004,42,84,Cardinal,null,null,null,https://en.wikipedia.org/wiki/James_Aloysius_Hickey#/media/File:His_Eminence_Cardinal_James_Aloysius_Hickey.jpg,null,null,null,no,null,null,null,
Higgins,Georgius,George,G,null,1,1,1,1,https://en.wikipedia.org/wiki/George_G._Higgins,https://www.wikidata.org/wiki/Q5539550,http://viaf.org/viaf/16162198,https://worldcat.org/identities/lccn-n84029916/,https://www.findagrave.com/memorial/22032077/george-g-higgins,null,Subject of article,council,3,USA,1916,2002,46,86,null,null,null,https://socialwhp.wpenginepowered.com/wp-content/uploads/2012/01/Monsignor-George-Higgins.jpg,null,null,null,null,no,null,null,null,
Hiret,Mauritius,Maurice,null,null,0,0,0,1,null,null,null,null,null,null,Mentioned in book,council,0,France,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Hirschmann,Ioannes,Johannes B. ,B,SJ,1,1,1,1,https://de.wikipedia.org/wiki/Johannes_B._Hirschmann,https://www.wikidata.org/wiki/Q85749522,http://viaf.org/viaf/35252994,null,null,null,null,council,1,Germany,1908,1981,54,73,null,null,null,https://www.leo-bw.de/media/ubt_portraits/current/generated/fromurl/inline_11684.pv.jpg,null,null,null,null,null,null,null,null,
Hnilica,Paulus,Pavol,null,SJ,1,1,0,0,https://en.wikipedia.org/wiki/Pavol_Hnilica,https://www.wikidata.org/wiki/Q3898359,http://viaf.org/viaf/40187305,https://worldcat.org/identities/viaf-40187305/,https://www.findagrave.com/memorial/92169629/pavel-m%C3%A1ria-hnilica,https://www.catholic-hierarchy.org/bishop/bhnilica.html,Subject of article,council,7,Slovakia,1921,2006,41,85,Bishop,null,null,null,https://www.wikidata.org/wiki/Q3898359#/media/File:Otec_biskup_Pavol_Maria_Hnilica_v_Trnave.jpg,appointed bishop,null,null,null,null,"convicted for involvement with a bank collapse, annulled on technicality",null,
Hoffman,Henricus,null,null,null,1,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Hogan,,William,F,null,null,null,null,null,null,null,null,null,null,null,Subject of article,private,0,USA,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Hoppe,Paulus,Paul,null,null,0,1,1,1,https://de.wikipedia.org/wiki/Paul_Hoppe_(Geistlicher),https://www.wikidata.org/wiki/Q1796738,http://viaf.org/viaf/258913017,null,null,null,null,council,2,Germany,1900,1988,62,88,null,null,null,null,null,null,null,null,null,null,null,null,
Houtart,,Francois,null,null,null,null,null,null,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Houtart,https://www.wikidata.org/wiki/Q2021759,http://viaf.org/viaf/102050821,https://worldcat.org/identities/lccn-n50029017/,null,null,Mentioned in article,private,9,Belgium,1925,2007,37,82,null,null,null,null,https://www.wikidata.org/wiki/Q2021759#/media/File:Fran%C3%A7ois_HOUTART.jpg,null,null,null,yes,null,null,null,
Howard,Ioseph,Joseph,James,null,1,1,1,1,null,null,null,null,null,null,Mentioned in article,council,0,USA,null,null,null,null,null,null,null,null,null,null,null,null,no,null,null,null,
Hryhchyshyn,Michael,Michel,null,CSSR,0,0,1,1,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D1%97%D0%BB_(%D0%93%D1%80%D0%B8%D0%BD%D1%87%D0%B8%D1%88%D0%B8%D0%BD),https://www.wikidata.org/wiki/Q978460,http://viaf.org/viaf/75330917,https://worldcat.org/identities/lccn-n86047402/,null,https://www.catholic-hierarchy.org/bishop/bhryn.html,Biography (article),council,7,Ukraine,1929,2012,33,83,Bishop,null,null,null,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D1%97%D0%BB_(%D0%93%D1%80%D0%B8%D0%BD%D1%87%D0%B8%D1%88%D0%B8%D0%BD)#/media/%D0%A4%D0%B0%D0%B9%D0%BB:%D0%9C%D0%B8%D1%85%D0%B0%D1%97%D0%BB_%D0%93%D1%80%D0%B8%D0%BD%D1%87%D0%B8%D1%88%D0%B8%D0%BD.jpg,null,null,null,null,null,null,null,
Hunt,Villelmus,William,null,null,0,1,1,1,null,null,null,null,null,null,Obituary,council,0,USA,1935,2022,27,87,null,null,null,http://www.billhunt.net/wp-content/uploads/2018/01/Hunt_4642_WEB.jpeg,null,null,null,null,no,null,null,"yes, married in 1981",
Hurley,Marcus,Mark,Joseph,null,1,1,1,1,https://en.wikipedia.org/wiki/Mark_Joseph_Hurley,https://www.wikidata.org/wiki/Q6768300,http://viaf.org/viaf/44355557,https://worldcat.org/identities/lccn-n82076283/,https://www.findagrave.com/memorial/65741357/mark-joseph-hurley,https://www.catholic-hierarchy.org/bishop/bhurleym.html,Subject of article,council,6,USA,1919,2001,43,82,Bishop,null,null,https://images.findagrave.com/photos250/photos/2016/11/65741357_1452611322.jpg,null,null,null,null,no,null,null,null,One of the first episcopal consecrations in the vernacular; had a weekly column in The Monitor
Hurth,Franciscus,Franz,null,SJ,1,0,0,0,https://de.wikipedia.org/wiki/Franz_H%C3%BCrth,https://www.wikidata.org/wiki/Q1447385,https://viaf.org/viaf/40370338/,https://worldcat.org/identities/lccn-no2004002385/,null,null,Subject of article,council,2,Germany,1880,1963,82,83,null,null,null,null,null,died,null,yes (last name: Hurt),null,null,null,null,
Hussar,,Bruno,null,null,null,null,null,null,https://en.wikipedia.org/wiki/Bruno_Hussar,https://www.wikidata.org/wiki/Q711794,http://viaf.org/viaf/41841626,https://worldcat.org/identities/lccn-n83141807/,null,null,Mentioned in article,private,6,Egypt,1911,1996,51,85,null,null,null,null,null,null,null,null,null,null,null,null,Nostra Aetate co-author with Baum and Osterreicher
Iglesias,Daniel,null,null,null,1,1,1,1,null,null,null,null,null,null,null,council,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,
Iparraguirre,Ignatius,Ignatio,null,SJ,0,1,1,1,null,https://www.wikidata.org/wiki/Q55949742,http://viaf.org/viaf/2625107,https://worldcat.org/identities/lccn-n89651382/,null,null,Encyclopedia entry,council,0,Spain,1911,1973,51,62,null,null,null,null,null,null,null,null,null,null,null,null,
Jedin,Hubertus,Hubert,null,null,1,1,1,1,https://en.wikipedia.org/wiki/Hubert_Jedin,https://www.wikidata.org/wiki/Q67941,http://viaf.org/viaf/19790706,https://worldcat.org/identities/lccn-n79148909/,https://www.findagrave.com/memorial/188543678/hubert-jedin,null,Subject of article,council,13,Poland,1900,1980,62,80,null,null,null,https://www.rheinische-geschichte.lvr.de/sites/default/files/external-resources/images/Iview/digicult_derivate_00015943%2FLVR_ILR_0000147129.jpg/full/600/0/default.jpg,null,null,null,null,null,null,null,null,
Jelicic,Vitomirus,Vitomir,null,OFM,1,1,1,1,https://hr.wikipedia.org/wiki/Vitomir_Jeli%C4%8Di%C4%87,https://www.wikidata.org/wiki/Q85978985,http://viaf.org/viaf/305616391,https://www.worldcat.org/identities/lccn-no2021150632/,null,null,Subject of article,council,1,Croatia,1898,1980,64,82,null,null,null,https://www.bosnasrebrena.ba/sites/default/files/fra_vitomir.png,null,null,null,null,no,null,null,null,
Johnson,Ioseph,Joseph,P,SJ,1,1,1,1,null,null,null,null,null,null,Obituary,council,0,USA,1927,2003,35,76,null,null,null,null,null,null,null,null,no,null,null,null,
Jordan,Placidus,Placid  ,null,OSB,0,0,1,1,https://en.wikipedia.org/wiki/Max_Jordan,https://www.wikidata.org/wiki/Q6794906,http://viaf.org/viaf/25388195,https://worldcat.org/identities/lccn-n89642283/,null,null,Subject of article,council,2,Germany,1895,1977,67,82,null,null,null,null,https://en.wikipedia.org/wiki/Max_Jordan#/media/File:Hindenburg_First_US_landing_1_1936.jpg,null,null,null,null,null,null,null,pioneering radio journalist
Jounel,,Pierre ,null,null,null,null,null,null,https://fr.wikipedia.org/wiki/Pierre_Jounel,https://www.wikidata.org/wiki/Q3385634,http://viaf.org/viaf/73855274,https://www.worldcat.org/identities/lccn-n83219974/,null,null,null,private,1,France,1914,2004,48,90,null,null,null,null,null,null,9781579921194,null,null,null,null,null,
